simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,HarderLASSO_l1_mse,HarderLASSO_l1_features,HarderLASSO_nu_mse,HarderLASSO_nu_features
177,107.61544766448202,"1,2,20,22,31,32,37,40,48",119.40833904287302,"2,20,40,48",23.4741916989336,"1,2,3,4,5,6,7,8,9,10,11,12,14,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,36,37,38,39,40,41,42,44,45,47,48,49",225.1022317146178,,0.07183690989429853,"1,2,20,22,40,48"
178,93.51138879967813,"2,5,9,11,18,20,24",62.578938671116894,"2,5,9,11,18,24",9.006838613074917,"0,2,4,5,7,8,9,10,11,12,14,15,17,18,21,22,24,25,27,30,35,36,37,41,46,49",220.35910271990593,,0.10027671574921672,"2,5,9,11,18,24"
179,88.93973710052717,"16,20,22,25,28,29,48",55.75574299019387,"20,22,25,28,29,48",25.878241540560886,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,47,48,49",210.4986693890504,,0.04070055309646378,"20,22,25,28,29,48"
180,91.63591112129765,"3,15,27,30,35,38,43",56.784291742444346,"3,15,27,30,38,43",5.332737133557914,"0,2,3,6,8,10,12,14,15,19,20,27,30,37,38,43,48",193.0519924357828,"3,38",0.09742561897658794,"3,15,27,30,38,43"
181,82.20474170383993,"0,5,14,17,31,33",112.3265500033329,"5,14,17,31,33",16.46422437736822,"0,1,2,5,6,7,8,9,12,13,14,16,17,18,19,20,22,23,24,25,26,27,29,30,31,32,33,34,36,37,38,42,45,46,47,48,49",184.75875394899833,"5,31",0.09709633751702872,"0,5,14,17,31,33"
182,98.02872119413372,"4,10,12,27,28,39,46",115.2468681287204,"12,27,28,39,46",15.297750590218529,"0,1,2,3,4,5,6,9,10,11,12,13,14,15,16,17,18,19,20,21,24,25,26,27,28,29,30,31,32,33,34,35,36,38,39,41,42,43,46,48,49",197.55005773951314,"28,39",0.09736506630150686,"10,12,27,28,39,46"
183,88.54863657264639,"5,11,22,28,35,39,48",57.800244156649065,"5,11,28,35,39,48",12.90698930758609,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,38,39,40,41,42,43,44,45,46,48,49",191.7174417873302,"11,48",0.08444679319905399,"5,11,28,35,39,48"
184,82.53514273241274,"15,18,25,28,35,36",60.67296962015271,"15,18,25,28,35,36,49",6.815603626720018,"3,4,6,7,10,13,14,15,18,19,21,24,25,26,28,29,32,34,35,36,37,38,39,40,42,43,45,48",226.92871639170264,,0.04316904672291062,"15,18,25,28,35,36"
185,90.27654839445391,"3,12,15,27,32,40,47",61.22054972241124,"3,12,27,32,40,47",23.420239271753818,"0,1,3,4,7,9,10,11,12,14,15,16,17,18,19,21,22,23,25,27,29,30,31,32,33,34,36,37,38,39,40,42,43,44,45,47,49",215.1208522780776,,0.07975279030825315,"3,12,27,32,40,47"
186,83.85557439076018,"3,4,10,13,17,43,47",52.79188365630098,"3,4,13,17,38,43,47",27.589902464844332,"0,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",216.77811767759525,,0.09973181827922917,"3,4,13,17,43,47"
187,87.72940301742632,"6,14,25,35,45,46",64.98797049858366,"6,14,25,35,45,46",39.02630532058668,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",216.08029452454866,,0.07642739758567023,"6,14,25,35,45,46"
188,83.26885635576187,"16,20,26,28,32,33,46",54.84250995023881,"20,26,28,32,33,46",7.929881383170365,"1,2,3,6,9,10,11,12,14,15,16,18,19,20,22,23,24,25,26,28,29,31,32,33,34,35,38,39,41,43,46,47,48",204.64385766244698,,0.05456230210653818,"20,26,28,32,33,46"
189,90.5927068588418,"0,5,20,21,34,49",62.25916098337501,"0,5,20,21,34,49",27.012368603800425,"0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,32,33,34,35,37,38,39,41,42,43,44,45,46,47,48,49",226.46500536814,,0.0662989207719071,"0,5,20,21,34,49"
190,91.56282340706218,"7,20,22,23,32,41,46",109.45656778409591,"20,22,23,32,41",13.921789506838453,"0,1,5,6,7,8,9,10,14,16,17,18,20,21,22,23,24,25,26,28,29,31,32,34,35,36,37,39,40,41,43,44,45,46,48",204.36427449352132,,0.11156454879445678,"7,20,22,23,32,41"
191,74.79175414689904,"0,7,31,42,44,46",91.4500557369532,"7,31,42,44,46",23.34558904533843,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",200.77244371627265,,0.03780607446963633,"0,7,31,42,44,46"
192,90.92777804924468,"11,17,18,23,32,44,49",54.71640066656928,"17,18,23,32,44,49",26.816506683320878,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49",215.58237659774392,,0.0876045382034614,"17,18,23,32,44,49"
193,93.11091829697898,"2,6,25,26,32,43,45",64.53114607157309,"2,6,26,32,43,45",27.848421147884032,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49",221.26263729650364,,0.0598293204943572,"2,6,26,32,43,45"
194,105.44601590297384,"8,11,17,21,22,30,35,49",56.40442378932032,"8,11,21,22,35,49",16.028545635148422,"0,1,2,5,8,9,11,13,14,15,16,17,18,19,21,22,24,26,28,29,30,31,32,35,36,38,40,43,45,47,48,49",211.2494535991922,,0.11417457248637522,"8,11,21,22,35,49"
195,79.35998219855362,"3,12,16,29,43,45,47",52.98976203773539,"3,16,29,43,45,47",6.990771391906158,"2,3,6,7,11,12,16,17,19,21,23,24,25,29,31,32,34,36,40,42,43,44,45,46,47,48",212.2292618654868,,0.06952078367405867,"3,16,29,43,45,47"
196,82.89646310651284,"0,10,18,21,31,33,46",93.37744493347246,"10,21,31,33,46",13.336929023909267,"0,3,5,7,8,9,10,11,14,19,20,21,23,25,26,27,30,31,32,33,34,36,38,39,42,43,44,45,46,47,48",202.88849106435933,,0.09256083454925969,"0,10,21,31,33,46"
197,96.07755760159515,"5,13,15,25,28,42,48",58.94093111419786,"5,13,15,25,28,42",24.244250095844723,"0,2,3,5,6,7,8,10,12,13,15,17,18,19,20,21,22,23,25,28,29,30,31,32,33,35,37,38,39,41,42,43,44,45,46,47,48,49",232.57473894417168,,0.04132863075486639,"5,13,15,25,28,42"
198,95.85917195205515,"3,11,27,34,41,45",110.12247429115176,"11,27,34,41,45",15.818122046949252,"0,1,3,5,7,8,10,11,12,14,16,19,20,21,22,24,25,27,28,30,31,32,34,36,37,38,39,40,41,45,48,49",191.53983872047493,"11,34",0.06362230378238895,"3,11,27,34,41,45"
199,100.17934425320402,"3,20,28,30,32,37,49",60.87635034072092,"3,20,28,30,37,49",11.353565703687233,"0,3,11,13,14,15,18,20,28,30,32,34,36,37,41,49",226.91563723000726,,0.055659865784449945,"3,20,28,30,37,49"
